;Tweets;Label;step01;tokens;tokens_perbaikan;Stop_removal;step02;ProcessedText
107;"@NarasiNewsroom kalau yg begini biasanya lebih baik Skandinavia (dan bbrp negara Eropa):

- Corruption Perception Iâ¦ https://t.co/J1LpZooTQN";1;user kalau yg begini biasanya lebih baik skandinavia dan bbrp negara eropa corruption perception coj1lpzootqn;['user', 'kalau', 'yg', 'begini', 'biasanya', 'lebih', 'baik', 'skandinavia', 'dan', 'bbrp', 'negara', 'eropa', 'corruption', 'perception', 'coj1lpzootqn'];['user', 'kalau', 'yang', 'begini', 'biasanya', 'lebih', 'baik', 'skandinavia', 'dan', 'beberapa', 'negara', 'eropa', 'corruption', 'perception', 'coj1lpzootqn'];['user', 'skandinavia', 'negara', 'eropa', 'corruption', 'perception', 'coj1lpzootqn'];user skandinavia negara eropa corruption perception coj1lpzootqn;user skandinavia negara eropa corruption perception coj1lpzootqn
108;"RT @OposisiCerdas: Koar-koar Subsidi Kendaraan Listrik, Banggar: Tak Ada Alokasi di 2023!
https://t.co/SkADFx3JT3";0;rt user koar koar subsidi kendaraan listrik banggar tak ada alokasi di number coskadfx3jt3;['rt', 'user', 'koar', 'koar', 'subsidi', 'kendaraan', 'listrik', 'banggar', 'tak', 'ada', 'alokasi', 'di', 'number', 'coskadfx3jt3'];['rt', 'user', 'cerewet', 'cerewet', 'subsidi', 'kendaraan', 'listrik', 'banggar', 'tak', 'ada', 'alokasi', 'di', 'number', 'coskadfx3jt3'];['rt', 'user', 'cerewet', 'cerewet', 'subsidi', 'kendaraan', 'listrik', 'banggar', 'alokasi', 'number', 'coskadfx3jt3'];rt user cerewet cerewet subsidi kendaraan listrik banggar alokasi number coskadfx3jt3;rt user cerewet cerewet subsidi kendara listrik banggar alokasi number coskadfx3jt3
109;RT @InfoJateng_: Semoga mewujudkan penggunaan energi yang lebih bersih, efisien, mengurangi impor BBM, menghemat devisa serta dapat menghemâ¦;1;rt user semoga mewujudkan penggunaan energi yang lebih bersih efisien mengurangi impor allcaps bbm allcaps menghemat devisa serta dapat menghem;['rt', 'user', 'semoga', 'mewujudkan', 'penggunaan', 'energi', 'yang', 'lebih', 'bersih', 'efisien', 'mengurangi', 'impor', 'allcaps', 'bbm', 'allcaps', 'menghemat', 'devisa', 'serta', 'dapat', 'menghem'];['rt', 'user', 'semoga', 'mewujudkan', 'penggunaan', 'energi', 'yang', 'lebih', 'bersih', 'efisien', 'mengurangi', 'impor', 'allcaps', 'bbm', 'allcaps', 'menghemat', 'devisa', 'serta', 'dapat', 'menghem'];['rt', 'user', 'semoga', 'mewujudkan', 'penggunaan', 'energi', 'bersih', 'efisien', 'mengurangi', 'impor', 'allcaps', 'bbm', 'allcaps', 'menghemat', 'devisa', 'menghem'];rt user semoga mewujudkan penggunaan energi bersih efisien mengurangi impor allcaps bbm allcaps menghemat devisa menghem;rt user moga wujud guna energi bersih efisien kurang impor allcaps bbm allcaps hemat devisa hem
110;Ta ta tapi keuangan negara kita belum seperti keuangan negara2 eropa, A241 ta tapi yg butuh subsidi kan rakyâ¦ https://t.co/EAZQilZ2At;0;ta ta tapi keuangan negara kita belum seperti keuangan negara2 eropa a241 ta tapi yg butuh subsidi kan raky coeazqilz2at;['ta', 'ta', 'tapi', 'keuangan', 'negara', 'kita', 'belum', 'seperti', 'keuangan', 'negara2', 'eropa', 'a241', 'ta', 'tapi', 'yg', 'butuh', 'subsidi', 'kan', 'raky', 'coeazqilz2at'];['ta', 'ta', 'tapi', 'keuangan', 'negara', 'kita', 'belum', 'seperti', 'keuangan', 'negara2', 'eropa', 'a241', 'ta', 'tapi', 'yang', 'butuh', 'subsidi', 'kan', 'raky', 'coeazqilz2at'];['ta', 'ta', 'keuangan', 'negara', 'keuangan', 'negara2', 'eropa', 'a241', 'ta', 'butuh', 'subsidi', 'raky', 'coeazqilz2at'];ta ta keuangan negara keuangan negara2 eropa a241 ta butuh subsidi raky coeazqilz2at;ta ta uang negara uang negara2 eropa a241 ta butuh subsidi raky coeazqilz2at
111;"@kompascom Transisi energi bersih, bukan membantu pengusaha kendaraan listrik, &amp; mengajari perilaku konsumtif thd râ¦ https://t.co/4trIhsFbcG";0;user transisi energi bersih bukan membantu pengusaha kendaraan listrik mengajari perilaku konsumtif thd co4trihsfbcg;['user', 'transisi', 'energi', 'bersih', 'bukan', 'membantu', 'pengusaha', 'kendaraan', 'listrik', 'mengajari', 'perilaku', 'konsumtif', 'thd', 'co4trihsfbcg'];['user', 'transisi', 'energi', 'bersih', 'bukan', 'membantu', 'pengusaha', 'kendaraan', 'listrik', 'mengajari', 'perilaku', 'konsumtif', 'terhadap', 'co4trihsfbcg'];['user', 'transisi', 'energi', 'bersih', 'membantu', 'pengusaha', 'kendaraan', 'listrik', 'mengajari', 'perilaku', 'konsumtif', 'co4trihsfbcg'];user transisi energi bersih membantu pengusaha kendaraan listrik mengajari perilaku konsumtif co4trihsfbcg;user transisi energi bersih bantu usaha kendara listrik ajar perilaku konsumtif co4trihsfbcg
112;Rencana Pemberian Insentif Kendaraan Listrik Diapresiasi https://t.co/k194nWVIB8;1;rencana pemberian insentif kendaraan listrik diapresiasi cok194nwvib8;['rencana', 'pemberian', 'insentif', 'kendaraan', 'listrik', 'diapresiasi', 'cok194nwvib8'];['rencana', 'pemberian', 'insentif', 'kendaraan', 'listrik', 'diapresiasi', 'cok194nwvib8'];['rencana', 'pemberian', 'insentif', 'kendaraan', 'listrik', 'diapresiasi', 'cok194nwvib8'];rencana pemberian insentif kendaraan listrik diapresiasi cok194nwvib8;rencana beri insentif kendara listrik apresiasi cok194nwvib8
113;Pemerintah Diminta Tinjau Ulang Insentif Kendaraan Listrik https://t.co/D5W4lfhHhz;0;pemerintah diminta tinjau ulang insentif kendaraan listrik cod5w4lfhhhz;['pemerintah', 'diminta', 'tinjau', 'ulang', 'insentif', 'kendaraan', 'listrik', 'cod5w4lfhhhz'];['pemerintah', 'diminta', 'tinjau', 'ulang', 'insentif', 'kendaraan', 'listrik', 'cod5w4lfhhhz'];['pemerintah', 'tinjau', 'ulang', 'insentif', 'kendaraan', 'listrik', 'cod5w4lfhhhz'];pemerintah tinjau ulang insentif kendaraan listrik cod5w4lfhhhz;perintah tinjau ulang insentif kendara listrik cod5w4lfhhhz
114;Keterangan Pers Menteri Perindustrian Terkait Insentif Kendaraan Listrik;1;keterangan pers menteri perindustrian terkait insentif kendaraan listrik;['keterangan', 'pers', 'menteri', 'perindustrian', 'terkait', 'insentif', 'kendaraan', 'listrik'];['keterangan', 'pers', 'menteri', 'perindustrian', 'terkait', 'insentif', 'kendaraan', 'listrik'];['keterangan', 'pers', 'menteri', 'perindustrian', 'terkait', 'insentif', 'kendaraan', 'listrik'];keterangan pers menteri perindustrian terkait insentif kendaraan listrik;terang pers menteri industri kait insentif kendara listrik
115;Pemerintah ternyata juga memberikan insentif loh untuk kepemilikan kendaraan listrik. Contohnya nilai pajak motor lÃ¢ÂÂ¦ https://t.co/uFMWrtws4T;1;pemerintah ternyata juga memberikan insentif loh untuk kepemilikan kendaraan listrik contohnya nilai pajak motor coufmwrtws4t;['pemerintah', 'ternyata', 'juga', 'memberikan', 'insentif', 'loh', 'untuk', 'kepemilikan', 'kendaraan', 'listrik', 'contohnya', 'nilai', 'pajak', 'motor', 'coufmwrtws4t'];['pemerintah', 'ternyata', 'juga', 'memberikan', 'insentif', 'loh', 'untuk', 'kepemilikan', 'kendaraan', 'listrik', 'contohnya', 'nilai', 'pajak', 'motor', 'coufmwrtws4t'];['pemerintah', 'insentif', 'loh', 'kepemilikan', 'kendaraan', 'listrik', 'contohnya', 'nilai', 'pajak', 'motor', 'coufmwrtws4t'];pemerintah insentif loh kepemilikan kendaraan listrik contohnya nilai pajak motor coufmwrtws4t;perintah insentif loh milik kendara listrik contoh nilai pajak motor coufmwrtws4t
116;RT @insanridho: Contoh jenis kendaraan listrik yang sepatutnya mendapatkan dukungan insentif yang lebih masif. https://t.co/AdpdqWXSMt;0;rt user contoh jenis kendaraan listrik yang sepatutnya mendapatkan dukungan insentif yang lebih masif coadpdqwxsmt;['rt', 'user', 'contoh', 'jenis', 'kendaraan', 'listrik', 'yang', 'sepatutnya', 'mendapatkan', 'dukungan', 'insentif', 'yang', 'lebih', 'masif', 'coadpdqwxsmt'];['rt', 'user', 'contoh', 'jenis', 'kendaraan', 'listrik', 'yang', 'sepatutnya', 'mendapatkan', 'dukungan', 'insentif', 'yang', 'lebih', 'masif', 'coadpdqwxsmt'];['rt', 'user', 'contoh', 'jenis', 'kendaraan', 'listrik', 'sepatutnya', 'dukungan', 'insentif', 'masif', 'coadpdqwxsmt'];rt user contoh jenis kendaraan listrik sepatutnya dukungan insentif masif coadpdqwxsmt;rt user contoh jenis kendara listrik patut dukung insentif masif coadpdqwxsmt
117;selain itu juga kendaraan listrik lebih hemat pajak loh karna dapet insentif pajak PPnBM atas penggunaan bahan bakaÃ¢ÂÂ¦ https://t.co/eyEwiLDmJv;1;selain itu juga kendaraan listrik lebih hemat pajak loh karna dapet insentif pajak ppnbm atas penggunaan bahan baka coeyewildmjv;['selain', 'itu', 'juga', 'kendaraan', 'listrik', 'lebih', 'hemat', 'pajak', 'loh', 'karna', 'dapet', 'insentif', 'pajak', 'ppnbm', 'atas', 'penggunaan', 'bahan', 'baka', 'coeyewildmjv'];['selain', 'itu', 'juga', 'kendaraan', 'listrik', 'lebih', 'hemat', 'pajak', 'loh', 'karena', 'mendapat', 'insentif', 'pajak', 'ppnbm', 'atas', 'penggunaan', 'bahan', 'baka', 'coeyewildmjv'];['kendaraan', 'listrik', 'hemat', 'pajak', 'loh', 'insentif', 'pajak', 'ppnbm', 'penggunaan', 'bahan', 'baka', 'coeyewildmjv'];kendaraan listrik hemat pajak loh insentif pajak ppnbm penggunaan bahan baka coeyewildmjv;kendara listrik hemat pajak loh insentif pajak ppnbm guna bahan baka coeyewildmjv
118;Nih guiss Kendaraan listrik juga mendapat insentif perpajakan PPnBM 0% keren kann;1;nih guiss kendaraan listrik juga mendapat insentif perpajakan ppnbm percent keren kann;['nih', 'guiss', 'kendaraan', 'listrik', 'juga', 'mendapat', 'insentif', 'perpajakan', 'ppnbm', 'percent', 'keren', 'kann'];['ini', 'guiss', 'kendaraan', 'listrik', 'juga', 'mendapat', 'insentif', 'perpajakan', 'ppnbm', 'percent', 'keren', 'kann'];['guiss', 'kendaraan', 'listrik', 'insentif', 'perpajakan', 'ppnbm', 'percent', 'keren', 'kann'];guiss kendaraan listrik insentif perpajakan ppnbm percent keren kann;guiss kendara listrik insentif paja ppnbm percent keren kann
119;Insentif tak tepat karena kendaraan listrik merupakan barang mewah di Indonesia.  https://t.co/RNB2R4RS23;0;insentif tak tepat karena kendaraan listrik merupakan barang mewah di indonesia cornb2r4rs23;['insentif', 'tak', 'tepat', 'karena', 'kendaraan', 'listrik', 'merupakan', 'barang', 'mewah', 'di', 'indonesia', 'cornb2r4rs23'];['insentif', 'tak', 'tepat', 'karena', 'kendaraan', 'listrik', 'merupakan', 'barang', 'mewah', 'di', 'indonesia', 'cornb2r4rs23'];['insentif', 'kendaraan', 'listrik', 'barang', 'mewah', 'indonesia', 'cornb2r4rs23'];insentif kendaraan listrik barang mewah indonesia cornb2r4rs23;insentif kendara listrik barang mewah indonesia cornb2r4rs23
120;Kemenkeu tengah memperhitungkan pemberian insentif mobil dan motor listrik yang akan diambil dari APBN 2023. https://t.co/8jYjvbWiU2;1;kemenkeu tengah memperhitungkan pemberian insentif mobil dan motor listrik yang akan diambil dari allcaps apbn allcaps number co8jyjvbwiu2;['kemenkeu', 'tengah', 'memperhitungkan', 'pemberian', 'insentif', 'mobil', 'dan', 'motor', 'listrik', 'yang', 'akan', 'diambil', 'dari', 'allcaps', 'apbn', 'allcaps', 'number', 'co8jyjvbwiu2'];['kemenkeu', 'tengah', 'memperhitungkan', 'pemberian', 'insentif', 'mobil', 'dan', 'motor', 'listrik', 'yang', 'akan', 'diambil', 'dari', 'allcaps', 'apbn', 'allcaps', 'number', 'co8jyjvbwiu2'];['kemenkeu', 'memperhitungkan', 'pemberian', 'insentif', 'mobil', 'motor', 'listrik', 'diambil', 'allcaps', 'apbn', 'allcaps', 'number', 'co8jyjvbwiu2'];kemenkeu memperhitungkan pemberian insentif mobil motor listrik diambil allcaps apbn allcaps number co8jyjvbwiu2;kemenkeu hitung beri insentif mobil motor listrik ambil allcaps apbn allcaps number co8jyjvbwiu2
121;RT @Bisniscom: Pemerintah mengungkapkan perkiraan insentif kendaraan listrik. Menariknya;1;rt user pemerintah mengungkapkan perkiraan insentif kendaraan listrik menariknya;['rt', 'user', 'pemerintah', 'mengungkapkan', 'perkiraan', 'insentif', 'kendaraan', 'listrik', 'menariknya'];['rt', 'user', 'pemerintah', 'mengungkapkan', 'perkiraan', 'insentif', 'kendaraan', 'listrik', 'menariknya'];['rt', 'user', 'pemerintah', 'perkiraan', 'insentif', 'kendaraan', 'listrik', 'menariknya'];rt user pemerintah perkiraan insentif kendaraan listrik menariknya;rt user perintah kira insentif kendara listrik tarik
122;Subsidi mobil listrik sebesar Rp 80 juta;1;subsidi mobil listrik sebesar rp number juta;['subsidi', 'mobil', 'listrik', 'sebesar', 'rp', 'number', 'juta'];['subsidi', 'mobil', 'listrik', 'sebesar', 'rupiah', 'number', 'juta'];['subsidi', 'mobil', 'listrik', 'rupiah', 'number', 'juta'];subsidi mobil listrik rupiah number juta;subsidi mobil listrik rupiah number juta
123;Mengapa Insentif Kendaraan Listrik Bisa Besar? https://t.co/NGkDooIFwN;1;mengapa insentif kendaraan listrik bisa besar congkdooifwn;['mengapa', 'insentif', 'kendaraan', 'listrik', 'bisa', 'besar', 'congkdooifwn'];['mengapa', 'insentif', 'kendaraan', 'listrik', 'bisa', 'besar', 'congkdooifwn'];['insentif', 'kendaraan', 'listrik', 'congkdooifwn'];insentif kendaraan listrik congkdooifwn;insentif kendara listrik congkdooifwn
124;@kompascom Gak usah mengada Ngada. Insentif motor listrik. Bagusin saja infrastruktur untuk kendaraan listrik dan kÃ¢ÂÂ¦ https://t.co/BFyBmX0qQZ;0;user gak usah mengada ngada insentif motor listrik bagusin saja infrastruktur untuk kendaraan listrik dan cobfybmx0qqz;['user', 'gak', 'usah', 'mengada', 'ngada', 'insentif', 'motor', 'listrik', 'bagusin', 'saja', 'infrastruktur', 'untuk', 'kendaraan', 'listrik', 'dan', 'cobfybmx0qqz'];['user', 'tidak', 'usah', 'mengada', 'ngada', 'insentif', 'motor', 'listrik', 'bagusin', 'saja', 'infrastruktur', 'untuk', 'kendaraan', 'listrik', 'dan', 'cobfybmx0qqz'];['user', 'mengada', 'ngada', 'insentif', 'motor', 'listrik', 'bagusin', 'infrastruktur', 'kendaraan', 'listrik', 'cobfybmx0qqz'];user mengada ngada insentif motor listrik bagusin infrastruktur kendaraan listrik cobfybmx0qqz;user ada ngada insentif motor listrik bagusin infrastruktur kendara listrik cobfybmx0qqz
125;Pemerintah mengungkapkan perkiraan insentif kendaraan listrik. Menariknya;1;pemerintah mengungkapkan perkiraan insentif kendaraan listrik menariknya;['pemerintah', 'mengungkapkan', 'perkiraan', 'insentif', 'kendaraan', 'listrik', 'menariknya'];['pemerintah', 'mengungkapkan', 'perkiraan', 'insentif', 'kendaraan', 'listrik', 'menariknya'];['pemerintah', 'perkiraan', 'insentif', 'kendaraan', 'listrik', 'menariknya'];pemerintah perkiraan insentif kendaraan listrik menariknya;perintah kira insentif kendara listrik tarik
126;Hampir semua negara memberikan stimulasi/insentif bagi masyarakat yang beralih ke kendaraan listrik. Sebagai contohÃ¢ÂÂ¦ https://t.co/JJbyQIpAzf;1;hampir semua negara memberikan stimulasi insentif bagi masyarakat yang beralih ke kendaraan listrik sebagai contoh cojjbyqipazf;['hampir', 'semua', 'negara', 'memberikan', 'stimulasi', 'insentif', 'bagi', 'masyarakat', 'yang', 'beralih', 'ke', 'kendaraan', 'listrik', 'sebagai', 'contoh', 'cojjbyqipazf'];['hampir', 'semua', 'negara', 'memberikan', 'stimulasi', 'insentif', 'bagi', 'masyarakat', 'yang', 'beralih', 'ke', 'kendaraan', 'listrik', 'sebagai', 'contoh', 'cojjbyqipazf'];['negara', 'stimulasi', 'insentif', 'masyarakat', 'beralih', 'kendaraan', 'listrik', 'contoh', 'cojjbyqipazf'];negara stimulasi insentif masyarakat beralih kendaraan listrik contoh cojjbyqipazf;negara stimulasi insentif masyarakat alih kendara listrik contoh cojjbyqipazf
127;Percepat Penggunaan Kendaraan Listrik;1;percepat penggunaan kendaraan listrik;['percepat', 'penggunaan', 'kendaraan', 'listrik'];['percepat', 'penggunaan', 'kendaraan', 'listrik'];['percepat', 'penggunaan', 'kendaraan', 'listrik'];percepat penggunaan kendaraan listrik;cepat guna kendara listrik
128;Insentif Kendaraan Listrik Siap Meluncur;1;insentif kendaraan listrik siap meluncur;['insentif', 'kendaraan', 'listrik', 'siap', 'meluncur'];['insentif', 'kendaraan', 'listrik', 'siap', 'meluncur'];['insentif', 'kendaraan', 'listrik', 'meluncur'];insentif kendaraan listrik meluncur;insentif kendara listrik luncur
129;Insentif Kendaraan Listrik;1;insentif kendaraan listrik;['insentif', 'kendaraan', 'listrik'];['insentif', 'kendaraan', 'listrik'];['insentif', 'kendaraan', 'listrik'];insentif kendaraan listrik;insentif kendara listrik
130;Pemerintah akan Beri Insentif Pembeli Kendaraan Listrik;1;pemerintah akan beri insentif pembeli kendaraan listrik;['pemerintah', 'akan', 'beri', 'insentif', 'pembeli', 'kendaraan', 'listrik'];['pemerintah', 'akan', 'beri', 'insentif', 'pembeli', 'kendaraan', 'listrik'];['pemerintah', 'insentif', 'pembeli', 'kendaraan', 'listrik'];pemerintah insentif pembeli kendaraan listrik;perintah insentif beli kendara listrik
131;RT @Metro_TV: Pemerintah menunjukan keseriusannya untuk mendukung pertumbuhan kendaraan listrik. Menteri Perindustrian Agus Gumiwang KartasÃ¢ÂÂ¦;1;rt user pemerintah menunjukan keseriusannya untuk mendukung pertumbuhan kendaraan listrik menteri perindustrian agus gumiwang kartas;['rt', 'user', 'pemerintah', 'menunjukan', 'keseriusannya', 'untuk', 'mendukung', 'pertumbuhan', 'kendaraan', 'listrik', 'menteri', 'perindustrian', 'agus', 'gumiwang', 'kartas'];['rt', 'user', 'pemerintah', 'menunjukan', 'keseriusannya', 'untuk', 'mendukung', 'pertumbuhan', 'kendaraan', 'listrik', 'menteri', 'perindustrian', 'agus', 'gumiwang', 'kartas'];['rt', 'user', 'pemerintah', 'menunjukan', 'keseriusannya', 'mendukung', 'pertumbuhan', 'kendaraan', 'listrik', 'menteri', 'perindustrian', 'agus', 'gumiwang', 'kartas'];rt user pemerintah menunjukan keseriusannya mendukung pertumbuhan kendaraan listrik menteri perindustrian agus gumiwang kartas;rt user perintah tunjuk serius dukung tumbuh kendara listrik menteri industri agus gumiwang kartas
132;Pemerintah Diminta Tinjau Ulang Insentif Kendaraan Listrik;1;pemerintah diminta tinjau ulang insentif kendaraan listrik;['pemerintah', 'diminta', 'tinjau', 'ulang', 'insentif', 'kendaraan', 'listrik'];['pemerintah', 'diminta', 'tinjau', 'ulang', 'insentif', 'kendaraan', 'listrik'];['pemerintah', 'tinjau', 'ulang', 'insentif', 'kendaraan', 'listrik'];pemerintah tinjau ulang insentif kendaraan listrik;perintah tinjau ulang insentif kendara listrik
133;@Sarjana25953571 @dhipran @msaid_didu Nama sarjana mental kere. Lu liat semua negara lain berlomba2 kasih insentifÃ¢ÂÂ¦ https://t.co/Tu8gX83C2C;0;user user user nama sarjana mental kere lu liat semua negara lain berlomba2 kasih insentif cotu8gx83c2c;['user', 'user', 'user', 'nama', 'sarjana', 'mental', 'kere', 'lu', 'liat', 'semua', 'negara', 'lain', 'berlomba2', 'kasih', 'insentif', 'cotu8gx83c2c'];['user', 'user', 'user', 'nama', 'sarjana', 'mental', 'kere', 'kamu', 'lihat', 'semua', 'negara', 'lain', 'berlomba2', 'kasih', 'insentif', 'cotu8gx83c2c'];['user', 'user', 'user', 'nama', 'sarjana', 'mental', 'kere', 'lihat', 'negara', 'berlomba2', 'kasih', 'insentif', 'cotu8gx83c2c'];user user user nama sarjana mental kere lihat negara berlomba2 kasih insentif cotu8gx83c2c;user user user nama sarjana mental kere lihat negara berlomba2 kasih insentif cotu8gx83c2c
134;Insentif Kendaraan Listrik Tingkatkan Minat Investasi Produsen https://t.co/8dvcBjq1Os;1;insentif kendaraan listrik tingkatkan minat investasi produsen co8dvcbjq1os;['insentif', 'kendaraan', 'listrik', 'tingkatkan', 'minat', 'investasi', 'produsen', 'co8dvcbjq1os'];['insentif', 'kendaraan', 'listrik', 'tingkatkan', 'minat', 'investasi', 'produsen', 'co8dvcbjq1os'];['insentif', 'kendaraan', 'listrik', 'tingkatkan', 'minat', 'investasi', 'produsen', 'co8dvcbjq1os'];insentif kendaraan listrik tingkatkan minat investasi produsen co8dvcbjq1os;insentif kendara listrik tingkat minat investasi produsen co8dvcbjq1os
135;"Insentif diberikan untuk pembelian kendaraan listrik produksi dalam negeri. Besar ""diskon"" yang diberikan diperkiraÃ¢ÂÂ¦ https://t.co/VcwugoqP4d";1;insentif diberikan untuk pembelian kendaraan listrik produksi dalam negeri besar diskon yang diberikan diperkira covcwugoqp4d;['insentif', 'diberikan', 'untuk', 'pembelian', 'kendaraan', 'listrik', 'produksi', 'dalam', 'negeri', 'besar', 'diskon', 'yang', 'diberikan', 'diperkira', 'covcwugoqp4d'];['insentif', 'diberikan', 'untuk', 'pembelian', 'kendaraan', 'listrik', 'produksi', 'dalam', 'negeri', 'besar', 'diskon', 'yang', 'diberikan', 'diperkira', 'covcwugoqp4d'];['insentif', 'pembelian', 'kendaraan', 'listrik', 'produksi', 'negeri', 'diskon', 'diperkira', 'covcwugoqp4d'];insentif pembelian kendaraan listrik produksi negeri diskon diperkira covcwugoqp4d;insentif beli kendara listrik produksi negeri diskon kira covcwugoqp4d
136;@mario_devan 1. Apakah kita harus bergantung pada pengalihan subsidi BBM untuk membiayai semua itu?;0;user number apakah kita harus bergantung pada pengalihan subsidi allcaps bbm allcaps untuk membiayai semua itu;['user', 'number', 'apakah', 'kita', 'harus', 'bergantung', 'pada', 'pengalihan', 'subsidi', 'allcaps', 'bbm', 'allcaps', 'untuk', 'membiayai', 'semua', 'itu'];['user', 'number', 'apakah', 'kita', 'harus', 'bergantung', 'pada', 'pengalihan', 'subsidi', 'allcaps', 'bbm', 'allcaps', 'untuk', 'membiayai', 'semua', 'itu'];['user', 'number', 'bergantung', 'pengalihan', 'subsidi', 'allcaps', 'bbm', 'allcaps', 'membiayai'];user number bergantung pengalihan subsidi allcaps bbm allcaps membiayai;user number gantung alih subsidi allcaps bbm allcaps biaya
137;Insentif Kendaraan Listrik: Mobil Diskon Rp 80 Juta;1;insentif kendaraan listrik mobil diskon rp number juta;['insentif', 'kendaraan', 'listrik', 'mobil', 'diskon', 'rp', 'number', 'juta'];['insentif', 'kendaraan', 'listrik', 'mobil', 'diskon', 'rupiah', 'number', 'juta'];['insentif', 'kendaraan', 'listrik', 'mobil', 'diskon', 'rupiah', 'number', 'juta'];insentif kendaraan listrik mobil diskon rupiah number juta;insentif kendara listrik mobil diskon rupiah number juta
138;selain itu juga kendaraan listrik lebih hemat pajak loh karna dapet insentif pajak PPnBM atas penggunaan bahan bakaÃ¢ÂÂ¦ https://t.co/bws43SLgc3;1;selain itu juga kendaraan listrik lebih hemat pajak loh karna dapet insentif pajak ppnbm atas penggunaan bahan baka cobws43slgc3;['selain', 'itu', 'juga', 'kendaraan', 'listrik', 'lebih', 'hemat', 'pajak', 'loh', 'karna', 'dapet', 'insentif', 'pajak', 'ppnbm', 'atas', 'penggunaan', 'bahan', 'baka', 'cobws43slgc3'];['selain', 'itu', 'juga', 'kendaraan', 'listrik', 'lebih', 'hemat', 'pajak', 'loh', 'karena', 'mendapat', 'insentif', 'pajak', 'ppnbm', 'atas', 'penggunaan', 'bahan', 'baka', 'cobws43slgc3'];['kendaraan', 'listrik', 'hemat', 'pajak', 'loh', 'insentif', 'pajak', 'ppnbm', 'penggunaan', 'bahan', 'baka', 'cobws43slgc3'];kendaraan listrik hemat pajak loh insentif pajak ppnbm penggunaan bahan baka cobws43slgc3;kendara listrik hemat pajak loh insentif pajak ppnbm guna bahan baka cobws43slgc3
139;@CNNIndonesia CNN ini mungkin tidak mau Indonesia berkembang menjadi negara besar di kendaraan listrik;0;user allcaps cnn allcaps ini mungkin tidak mau indonesia berkembang menjadi negara besar di kendaraan listrik;['user', 'allcaps', 'cnn', 'allcaps', 'ini', 'mungkin', 'tidak', 'mau', 'indonesia', 'berkembang', 'menjadi', 'negara', 'besar', 'di', 'kendaraan', 'listrik'];['user', 'allcaps', 'cnn', 'allcaps', 'ini', 'mungkin', 'tidak', 'mau', 'indonesia', 'berkembang', 'menjadi', 'negara', 'besar', 'di', 'kendaraan', 'listrik'];['user', 'allcaps', 'cnn', 'allcaps', 'indonesia', 'berkembang', 'negara', 'kendaraan', 'listrik'];user allcaps cnn allcaps indonesia berkembang negara kendaraan listrik;user allcaps cnn allcaps indonesia kembang negara kendara listrik
140;Pajak Karbon Bisa Jadi Solusi Penyaluran Insentif Kendaraan Listrik https://t.co/VtE8C2CY5k;1;pajak karbon bisa jadi solusi penyaluran insentif kendaraan listrik covte8c2cy5k;['pajak', 'karbon', 'bisa', 'jadi', 'solusi', 'penyaluran', 'insentif', 'kendaraan', 'listrik', 'covte8c2cy5k'];['pajak', 'karbon', 'bisa', 'jadi', 'solusi', 'penyaluran', 'insentif', 'kendaraan', 'listrik', 'covte8c2cy5k'];['pajak', 'karbon', 'solusi', 'penyaluran', 'insentif', 'kendaraan', 'listrik', 'covte8c2cy5k'];pajak karbon solusi penyaluran insentif kendaraan listrik covte8c2cy5k;pajak karbon solusi salur insentif kendara listrik covte8c2cy5k
141;@mouldie_sep kurang tepat insentif ke kendaraan listrik! alihkan saja uang nya ke transportasi masal jadi gratis!;0;user kurang tepat insentif ke kendaraan listrik alihkan saja uang nya ke transportasi masal jadi gratis;['user', 'kurang', 'tepat', 'insentif', 'ke', 'kendaraan', 'listrik', 'alihkan', 'saja', 'uang', 'nya', 'ke', 'transportasi', 'masal', 'jadi', 'gratis'];['user', 'kurang', 'tepat', 'insentif', 'ke', 'kendaraan', 'listrik', 'alihkan', 'saja', 'uang', 'nya', 'ke', 'transportasi', 'masal', 'jadi', 'gratis'];['user', 'insentif', 'kendaraan', 'listrik', 'alihkan', 'uang', 'nya', 'transportasi', 'masal', 'gratis'];user insentif kendaraan listrik alihkan uang nya transportasi masal gratis;user insentif kendara listrik alih uang nya transportasi masal gratis
142;RT @BayoeAndriyanto: @gibran_tweet Insentif berupa subsidi pembelian kendaraan listrik:;1;rt user user insentif berupa subsidi pembelian kendaraan listrik;['rt', 'user', 'user', 'insentif', 'berupa', 'subsidi', 'pembelian', 'kendaraan', 'listrik'];['rt', 'user', 'user', 'insentif', 'berupa', 'subsidi', 'pembelian', 'kendaraan', 'listrik'];['rt', 'user', 'user', 'insentif', 'subsidi', 'pembelian', 'kendaraan', 'listrik'];rt user user insentif subsidi pembelian kendaraan listrik;rt user user insentif subsidi beli kendara listrik
